office,year,month,consumption
133,2020,5,153178
133,2020,6,446420
133,2020,7,112178
133,2020,8,334725
133,2020,9,604404
133,2020,10,605771
133,2020,11,750515
133,2020,12,451708
133,2021,1,721046
133,2021,2,940590
133,2021,3,68097
133,2021,4,267499
133,2021,5,3654
133,2021,6,844700
133,2021,7,12429
133,2021,8,241840
133,2021,9,701962
133,2021,10,552813
133,2021,11,283112
133,2021,12,538248
133,2022,1,334576
133,2022,2,57302
133,2022,3,651483
133,2022,4,429196
133,2022,5,654674
133,2022,6,523563
133,2022,7,30876
133,2022,8,885095
133,2022,9,694277
133,2022,10,87589
133,2022,11,800768
133,2022,12,409988
133,2023,1,19073
133,2023,2,717377
133,2023,3,495061
133,2023,4,319614
133,2023,5,723786
133,2023,6,969562
133,2023,7,782924
133,2023,8,127862
133,2023,9,847098
133,2023,10,526211
133,2023,11,377142
133,2023,12,64099
134,2019,1,65191581
134,2019,2,52009161
134,2019,3,74967375
134,2019,4,71946189
134,2019,5,86828563
134,2019,6,78656819
134,2019,7,44236995
134,2019,8,59421364
134,2019,9,77186490
134,2019,10,51892758
134,2019,11,62170785
134,2019,12,86925865
134,2020,1,82114038
134,2020,2,76180871
134,2020,3,11864365
134,2020,4,90078729
134,2020,5,5909057
134,2020,6,71543658
134,2020,7,42894015
134,2020,8,79395649
134,2020,9,67378264
134,2020,10,17864203
134,2020,11,13936023
134,2020,12,10361202
134,2021,1,60494879
134,2021,2,10793357
134,2021,3,66239340
134,2021,4,54037790
134,2021,5,57877700
134,2021,6,43016873
134,2021,7,48461151
134,2021,8,38048998
134,2021,9,73594046
134,2021,10,39764306
134,2021,11,75392359
134,2021,12,59883995
134,2022,1,89937889
134,2022,2,35424686
134,2022,3,15003298
134,2022,4,85941013
134,2022,5,92280912
134,2022,6,62242337
134,2022,7,25452987
134,2022,8,22287003
134,2022,9,23355867
134,2022,10,95404103
134,2022,11,13370304
134,2022,12,23469601
134,2023,1,85260510
134,2023,2,11933631
134,2023,3,30392214
134,2023,4,66838634
134,2023,5,63574915
134,2023,6,98119
134,2023,7,19474402
134,2023,8,25896639
134,2023,9,21326102
134,2023,10,93448508
134,2023,11,32817118
134,2023,12,82188666
135,2019,1,82966171
135,2019,2,3213948
135,2019,3,60269662
135,2019,4,42772158
135,2019,5,7541116
135,2019,6,11389728
135,2019,7,83919654
135,2019,8,25541924
135,2019,9,39385460
135,2019,10,81897088
135,2019,11,59289455
135,2019,12,3820439
135,2020,1,43119527
135,2020,2,48078850
135,2020,3,88194620
135,2020,4,38189614
135,2020,5,84353602
135,2020,6,92696424
135,2020,7,65257385
135,2020,8,25822010
135,2020,9,6276102
135,2020,10,40778970
135,2020,11,71473005
135,2020,12,71693984
135,2021,1,64040643
135,2021,2,27080372
135,2021,3,38442204
135,2021,4,70173011
135,2021,5,54235499
135,2021,6,5701150
135,2021,7,82354379
135,2021,8,66425369
135,2021,9,4348127
135,2021,10,9316830
135,2021,11,52124719
135,2021,12,78653145
135,2022,1,5081840
135,2022,2,33979309
135,2022,3,12438203
135,2022,4,30748101
135,2022,5,43414365
135,2022,6,29930875
135,2022,7,94579986
135,2022,8,98908263
135,2022,9,55490193
135,2022,10,984133
135,2022,11,86725473
135,2022,12,28697888
135,2023,1,69251479
135,2023,2,69204586
135,2023,3,80731686
135,2023,4,39044732
135,2023,5,7304284
135,2023,6,48452152
135,2023,7,24764532
135,2023,8,85740600
135,2023,9,24214400
135,2023,10,17189976
135,2023,11,91044057
135,2023,12,9178922
136,2019,1,9234438
136,2019,2,6322027
136,2019,3,3187499
136,2019,4,8858273
136,2019,5,4037393
136,2019,6,8638973
136,2019,7,8384346
136,2019,8,4512280
136,2019,9,2970684
136,2019,10,4733360
136,2019,11,8362625
136,2019,12,3806843
136,2020,1,393728
136,2020,2,4458159
136,2020,3,1904542
136,2020,4,9443486
136,2020,5,4186183
136,2020,6,2570924
136,2020,7,7767554
136,2020,8,2001845
136,2020,9,842481
136,2020,10,2435378
136,2020,11,5953836
136,2020,12,987307
136,2021,1,1829760
136,2021,2,7054670
136,2021,3,4774306
136,2021,4,66562
136,2021,5,3944289
136,2021,6,4116456
136,2021,7,4173111
136,2021,8,3872047
136,2021,9,3142579
136,2021,10,6472
136,2021,11,1702460
136,2021,12,256896
136,2022,1,492064
136,2022,2,6492910
136,2022,3,5419898
136,2022,4,7723096
136,2022,5,2680726
136,2022,6,4487765
136,2022,7,5235733
136,2022,8,1323789
136,2022,9,4496846
136,2022,10,9833374
136,2022,11,6034698
136,2022,12,1031423
136,2023,1,1768523
136,2023,2,6390348
136,2023,3,7715373
136,2023,4,243209
136,2023,5,5810628
136,2023,6,4760069
136,2023,7,6276439
136,2023,8,1279030
136,2023,9,1678452
136,2023,10,9818246
136,2023,11,996762
136,2023,12,7872270
137,2019,1,12408854
137,2019,2,47496625
137,2019,3,34688560
137,2019,4,51886006
137,2019,5,91512827
137,2019,6,45436606
137,2019,7,10196112
137,2019,8,14700466
137,2019,9,14034977
137,2019,10,13977879
137,2019,11,52136113
137,2019,12,1772873
137,2020,1,16430477
137,2020,2,80157715
137,2020,3,59469774
137,2020,4,2602213
137,2020,5,53255988
137,2020,6,1722702
137,2020,7,17099261
137,2020,8,75177684
137,2020,9,31523529
137,2020,10,62881014
137,2020,11,31379707
137,2020,12,41571516
137,2021,1,22086500
137,2021,2,49175550
137,2021,3,73052442
137,2021,4,97857355
137,2021,5,73014928
137,2021,6,42481952
137,2021,7,51206263
137,2021,8,69739706
137,2021,9,65506026
137,2021,10,29488583
137,2021,11,65086521
137,2021,12,35380334
137,2022,1,90107422
137,2022,2,44701727
137,2022,3,26101053
137,2022,4,20829272
137,2022,5,76526919
137,2022,6,60130637
137,2022,7,7657887
137,2022,8,92948501
137,2022,9,75433159
137,2022,10,8578723
137,2022,11,68525940
137,2022,12,24942826
137,2023,1,6328881
137,2023,2,77902265
137,2023,3,47175008
137,2023,4,51467006
137,2023,5,69623575
137,2023,6,82652809
137,2023,7,713594
137,2023,8,8258142
137,2023,9,17442760
137,2023,10,17367957
137,2023,11,25903057
137,2023,12,64315001
138,2019,1,4226275
138,2019,2,5871200
138,2019,3,9095496
138,2019,4,8815593
138,2019,5,9221788
138,2019,6,1813192
138,2019,7,3982517
138,2019,8,5115070
138,2019,9,443831
138,2019,10,4053145
138,2019,11,1031030
138,2019,12,7580587
138,2020,1,6107407
138,2020,2,6460345
138,2020,3,5453577
138,2020,4,6072683
138,2020,5,6331354
138,2020,6,2410804
138,2020,7,6766151
138,2020,8,1737331
138,2020,9,6381446
138,2020,10,6078100
138,2020,11,6724146
138,2020,12,5859268
138,2021,1,5194468
138,2021,2,6918772
138,2021,3,1169235
138,2021,4,6866323
138,2021,5,4545749
138,2021,6,3295507
138,2021,7,8731165
138,2021,8,8173726
138,2021,9,3722307
138,2021,10,3802865
138,2021,11,2185054
138,2021,12,5148450
138,2022,1,6054724
138,2022,2,3824498
138,2022,3,3443165
138,2022,4,1529086
138,2022,5,1719349
138,2022,6,2713051
138,2022,7,7518154
138,2022,8,5278167
138,2022,9,2882598
138,2022,10,394176
138,2022,11,9033435
138,2022,12,7126180
138,2023,1,9269108
138,2023,2,7517494
138,2023,3,6002407
138,2023,4,3104259
138,2023,5,8414261
138,2023,6,572193
138,2023,7,1579470
138,2023,8,7018566
138,2023,9,924705
138,2023,10,2898957
138,2023,11,693613
138,2023,12,3896972
139,2019,1,86925643
139,2019,2,96401288
139,2019,3,18328119
139,2019,4,68979863
139,2019,5,3766306
139,2019,6,45855882
139,2019,7,48258440
139,2019,8,65599972
139,2019,9,80054117
139,2019,10,35202218
139,2019,11,49614323
139,2019,12,49223569
139,2020,1,69576530
139,2020,2,77164698
139,2020,3,83729743
139,2020,4,85273273
139,2020,5,35259115
139,2020,6,73004852
139,2020,7,77434511
139,2020,8,65090006
139,2020,9,51649877
139,2020,10,15416343
139,2020,11,46938863
139,2020,12,92381574
139,2021,1,40779608
139,2021,2,49093546
139,2021,3,9231777
139,2021,4,21432489
139,2021,5,62625499
139,2021,6,45651713
139,2021,7,77346341
139,2021,8,24060393
139,2021,9,7849988
139,2021,10,29091817
139,2021,11,7236548
139,2021,12,69062239
139,2022,1,49173772
139,2022,2,1207721
139,2022,3,45138296
139,2022,4,42240239
139,2022,5,2053680
139,2022,6,52249488
139,2022,7,18215314
139,2022,8,31505931
139,2022,9,11371786
139,2022,10,66483974
139,2022,11,19743080
139,2022,12,7816116
139,2023,1,90735329
139,2023,2,18905066
139,2023,3,28004964
139,2023,4,23663910
139,2023,5,7289916
139,2023,6,82556325
139,2023,7,378174
139,2023,8,91555077
139,2023,9,27799454
139,2023,10,82292164
139,2023,11,8519151
139,2023,12,19524608
140,2019,1,10814758
140,2019,2,27278845
140,2019,3,30682635
140,2019,4,10660825
140,2019,5,29568020
140,2019,6,41171975
140,2019,7,18739152
140,2019,8,80052585
140,2019,9,89676556
140,2019,10,280846
140,2019,11,61586812
140,2019,12,75428161
140,2020,1,16000542
140,2020,2,1514051
140,2020,3,73865946
140,2020,4,59626804
140,2020,5,15409627
140,2020,6,93232115
140,2020,7,42062352
140,2020,8,9231870
140,2020,9,5291122
140,2020,10,87442919
140,2020,11,25713572
140,2020,12,10593965
140,2021,1,73895232
140,2021,2,52205596
140,2021,3,8334200
140,2021,4,12747893
140,2021,5,25559423
140,2021,6,70648041
140,2021,7,85966288
140,2021,8,12336408
140,2021,9,95723702
140,2021,10,39149964
140,2021,11,67519419
140,2021,12,15397844
140,2022,1,38983531
140,2022,2,93488534
140,2022,3,76932321
140,2022,4,47494139
140,2022,5,21260603
140,2022,6,30803808
140,2022,7,60790086
140,2022,8,67897959
140,2022,9,10484779
140,2022,10,72239706
140,2022,11,47934478
140,2022,12,7557191
140,2023,1,22207690
140,2023,2,74998996
140,2023,3,858740
140,2023,4,42026409
140,2023,5,79843887
140,2023,6,4814946
140,2023,7,3786727
140,2023,8,99858987
140,2023,9,15618102
140,2023,10,8509879
140,2023,11,43694146
140,2023,12,11201721
141,2019,1,19577222
141,2019,2,60441838
141,2019,3,29584335
141,2019,4,44220657
141,2019,5,84043074
141,2019,6,36715507
141,2019,7,98868171
141,2019,8,30608409
141,2019,9,21458566
141,2019,10,31393820
141,2019,11,84830115
141,2019,12,25508339
141,2020,1,47894087
141,2020,2,80707307
141,2020,3,15983924
141,2020,4,2278853
141,2020,5,88958450
141,2020,6,95930531
141,2020,7,42308030
141,2020,8,30146748
141,2020,9,13956706
141,2020,10,46411989
141,2020,11,81806075
141,2020,12,84045097
141,2021,1,27073920
141,2021,2,91553899
141,2021,3,82693131
141,2021,4,8696940
141,2021,5,37847935
141,2021,6,21866139
141,2021,7,98645061
141,2021,8,90180094
141,2021,9,77773685
141,2021,10,45133381
141,2021,11,95458995
141,2021,12,89878451
141,2022,1,59077368
141,2022,2,23780763
141,2022,3,34176730
141,2022,4,98545556
141,2022,5,94311471
141,2022,6,89806889
141,2022,7,63318150
141,2022,8,32205009
141,2022,9,1291401
141,2022,10,78483651
141,2022,11,48265468
141,2022,12,75604666
141,2023,1,56124198
141,2023,2,37721405
141,2023,3,88462974
141,2023,4,18742359
141,2023,5,6307796
141,2023,6,55993817
141,2023,7,16730673
141,2023,8,86396121
141,2023,9,53853134
141,2023,10,78720958
141,2023,11,39364023
141,2023,12,32833353
142,2019,1,6313850
142,2019,2,5159304
142,2019,3,2975996
142,2019,4,7251217
142,2019,5,1809244
142,2019,6,2887714
142,2019,7,7095524
142,2019,8,4178256
142,2019,9,8165376
142,2019,10,4637895
142,2019,11,6800789
142,2019,12,5724741
142,2020,1,1568694
142,2020,2,7063620
142,2020,3,7516739
142,2020,4,896138
142,2020,5,9434683
142,2020,6,9721783
142,2020,7,6187000
142,2020,8,1796646
142,2020,9,8395069
142,2020,10,3294388
142,2020,11,7853802
142,2020,12,7812145
142,2021,1,6136553
142,2021,2,9057566
142,2021,3,9664390
142,2021,4,2542017
142,2021,5,1712186
142,2021,6,6560793
142,2021,7,8529819
142,2021,8,9100969
142,2021,9,361384
142,2021,10,7142392
142,2021,11,8594260
142,2021,12,1417035
142,2022,1,7239941
142,2022,2,5729258
142,2022,3,3405607
142,2022,4,2660491
142,2022,5,6857859
142,2022,6,4498997
142,2022,7,197351
142,2022,8,6143094
142,2022,9,414030
142,2022,10,8870844
142,2022,11,6617254
142,2022,12,7772095
142,2023,1,3644376
142,2023,2,4998012
142,2023,3,4697329
142,2023,4,5502633
142,2023,5,6620436
142,2023,6,7355629
142,2023,7,692235
142,2023,8,3866722
142,2023,9,5007172
142,2023,10,9728445
142,2023,11,1946212
142,2023,12,677816
143,2019,1,949953
143,2019,2,102294
143,2019,3,583670
143,2019,4,114676
143,2019,5,945691
143,2019,6,298636
143,2019,7,814395
143,2019,8,622445
143,2019,9,863082
143,2019,10,43676
143,2019,11,930034
143,2019,12,567856
143,2020,1,198121
143,2020,2,380038
143,2020,3,372324
143,2020,4,381694
143,2020,5,557402
143,2020,6,884676
143,2020,7,541045
143,2020,8,879825
143,2020,9,34529
143,2020,10,138714
143,2020,11,878956
143,2020,12,196502
143,2021,1,811640
143,2021,2,400202
143,2021,3,433211
143,2021,4,944287
143,2021,5,420154
143,2021,6,909595
143,2021,7,476436
143,2021,8,408886
143,2021,9,575482
143,2021,10,850476
143,2021,11,998441
143,2021,12,678037
143,2022,1,309172
143,2022,2,719288
143,2022,3,258730
143,2022,4,686334
143,2022,5,477373
143,2022,6,298418
143,2022,7,301292
143,2022,8,452336
143,2022,9,590082
143,2022,10,199820
143,2022,11,467331
143,2022,12,429779
143,2023,1,403896
143,2023,2,989021
143,2023,3,823965
143,2023,4,161937
143,2023,5,840080
143,2023,6,495020
143,2023,7,377806
143,2023,8,976562
143,2023,9,657383
143,2023,10,523187
143,2023,11,788088
143,2023,12,938679
144,2019,1,468352
144,2019,2,893403
144,2019,3,645942
144,2019,4,387149
144,2019,5,143879
144,2019,6,841346
144,2019,7,11351
144,2019,8,160504
144,2019,9,195399
144,2019,10,750957
144,2019,11,290905
144,2019,12,746218
144,2020,1,365676
144,2020,2,513147
144,2020,3,608282
144,2020,4,433050
144,2020,5,272573
144,2020,6,845707
144,2020,7,558591
144,2020,8,759548
144,2020,9,170032
144,2020,10,562339
144,2020,11,616547
144,2020,12,636216
144,2021,1,760231
144,2021,2,187882
144,2021,3,898009
144,2021,4,589967
144,2021,5,644147
144,2021,6,889294
144,2021,7,714622
144,2021,8,230851
144,2021,9,564901
144,2021,10,801379
144,2021,11,421981
144,2021,12,280247
144,2022,1,851335
144,2022,2,92541
144,2022,3,452726
144,2022,4,524809
144,2022,5,991217
144,2022,6,92478
144,2022,7,960586
144,2022,8,291813
144,2022,9,314020
144,2022,10,670694
144,2022,11,199323
144,2022,12,354449
144,2023,1,10014
144,2023,2,562202
144,2023,3,781065
144,2023,4,496424
144,2023,5,13464
144,2023,6,742599
144,2023,7,817117
144,2023,8,589437
144,2023,9,594976
144,2023,10,340586
144,2023,11,839699
144,2023,12,821406
145,2019,1,831632
145,2019,2,249612
145,2019,3,944777
145,2019,4,177028
145,2019,5,136110
145,2019,6,289113
145,2019,7,978851
145,2019,8,328345
145,2019,9,490146
145,2019,10,808101
145,2019,11,483148
145,2019,12,853784
145,2020,1,16178
145,2020,2,243718
145,2020,3,935764
145,2020,4,323380
145,2020,5,817593
145,2020,6,32015
145,2020,7,883739
145,2020,8,105994
145,2020,9,822901
145,2020,10,16753
145,2020,11,203995
145,2020,12,840501
145,2021,1,642325
145,2021,2,202329
145,2021,3,627678
145,2021,4,178178
145,2021,5,576612
145,2021,6,833769
145,2021,7,369700
145,2021,8,334189
145,2021,9,333103
145,2021,10,580890
145,2021,11,177692
145,2021,12,481778
145,2022,1,249508
145,2022,2,655088
145,2022,3,695774
145,2022,4,250476
145,2022,5,598678
145,2022,6,884926
145,2022,7,452196
145,2022,8,606676
145,2022,9,783150
145,2022,10,415524
145,2022,11,994293
145,2022,12,66570
145,2023,1,291076
145,2023,2,224391
145,2023,3,76558
145,2023,4,113000
145,2023,5,666689
145,2023,6,146871
145,2023,7,747642
145,2023,8,44033
145,2023,9,845820
145,2023,10,139896
145,2023,11,613986
145,2023,12,798512
146,2019,1,2836369
146,2019,2,6521296
146,2019,3,1468787
146,2019,4,4177321
146,2019,5,9816702
146,2019,6,6611989
146,2019,7,4004948
146,2019,8,6512069
146,2019,9,7595156
146,2019,10,5260329
146,2019,11,3618302
146,2019,12,7645903
146,2020,1,5070745
146,2020,2,9825032
146,2020,3,3991721
146,2020,4,8292804
146,2020,5,795200
146,2020,6,2823293
146,2020,7,6202725
146,2020,8,6026228
146,2020,9,403119
146,2020,10,9141282
146,2020,11,4333634
146,2020,12,1165012
146,2021,1,9941349
146,2021,2,545796
146,2021,3,24293
146,2021,4,6145647
146,2021,5,2904028
146,2021,6,8456357
146,2021,7,7338948
146,2021,8,5950225
146,2021,9,2094264
146,2021,10,9356235
146,2021,11,9862406
146,2021,12,3724712
146,2022,1,9334249
146,2022,2,8731819
146,2022,3,9319764
146,2022,4,4527670
146,2022,5,1431380
146,2022,6,3760420
146,2022,7,85814
146,2022,8,1113
146,2022,9,5281536
146,2022,10,677029
146,2022,11,1663359
146,2022,12,8731797
146,2023,1,4766416
146,2023,2,8758116
146,2023,3,3728951
146,2023,4,7910894
146,2023,5,4438393
146,2023,6,2029843
146,2023,7,3860355
146,2023,8,2246072
146,2023,9,3009891
146,2023,10,5386318
146,2023,11,2849242
146,2023,12,6530677
147,2019,1,883445
147,2019,2,578908
147,2019,3,989843
147,2019,4,135316
147,2019,5,625087
147,2019,6,296412
147,2019,7,610108
147,2019,8,857338
147,2019,9,20839
147,2019,10,541583
147,2019,11,617764
147,2019,12,633687
147,2020,1,154886
147,2020,2,132638
147,2020,3,438645
147,2020,4,896688
147,2020,5,153563
147,2020,6,816117
147,2020,7,815590
147,2020,8,323445
147,2020,9,224788
147,2020,10,657617
147,2020,11,237454
147,2020,12,450472
147,2021,1,587788
147,2021,2,451177
147,2021,3,999582
147,2021,4,672333
147,2021,5,831658
147,2021,6,942377
147,2021,7,54319
147,2021,8,731660
147,2021,9,228709
147,2021,10,357538
147,2021,11,10968
147,2021,12,558353
147,2022,1,44358
147,2022,2,35791
147,2022,3,834426
147,2022,4,755262
147,2022,5,813422
147,2022,6,881833
147,2022,7,234655
147,2022,8,880807
147,2022,9,383084
147,2022,10,502055
147,2022,11,271512
147,2022,12,236606
147,2023,1,966955
147,2023,2,78893
147,2023,3,511709
147,2023,4,912649
147,2023,5,555691
147,2023,6,416595
147,2023,7,341511
147,2023,8,583124
147,2023,9,751868
147,2023,10,461876
147,2023,11,835779
147,2023,12,532721
148,2019,1,375456
148,2019,2,268544
148,2019,3,727967
148,2019,4,157606
148,2019,5,114161
148,2019,6,401467
148,2019,7,823094
148,2019,8,71087
148,2019,9,750859
148,2019,10,676307
148,2019,11,605397
148,2019,12,718636
148,2020,1,914497
148,2020,2,539267
148,2020,3,766585
148,2020,4,855454
148,2020,5,182942
148,2020,6,352777
148,2020,7,789059
148,2020,8,86257
148,2020,9,209557
148,2020,10,207125
148,2020,11,984779
148,2020,12,99918
148,2021,1,709673
148,2021,2,236423
148,2021,3,414070
148,2021,4,472985
148,2021,5,488901
148,2021,6,553995
148,2021,7,93561
148,2021,8,8484
148,2021,9,988482
148,2021,10,183579
148,2021,11,740706
148,2021,12,728548
148,2022,1,213518
148,2022,2,89142
148,2022,3,229002
148,2022,4,324758
148,2022,5,705960
148,2022,6,836078
148,2022,7,62974
148,2022,8,44525
148,2022,9,380651
148,2022,10,723139
148,2022,11,946323
148,2022,12,786834
148,2023,1,147793
148,2023,2,335292
148,2023,3,572431
148,2023,4,407703
148,2023,5,112356
148,2023,6,89607
148,2023,7,649887
148,2023,8,600879
148,2023,9,692688
148,2023,10,466554
148,2023,11,846846
148,2023,12,46946
149,2019,1,43498563
149,2019,2,21392442
149,2019,3,5320061
149,2019,4,28202676
149,2019,5,57247921
149,2019,6,65688763
149,2019,7,9624909
149,2019,8,86503901
149,2019,9,84195724
149,2019,10,95418383
149,2019,11,47319706
149,2019,12,54880836
149,2020,1,98462290
149,2020,2,58427356
149,2020,3,25831901
149,2020,4,77420048
149,2020,5,34855030
149,2020,6,7313411
149,2020,7,95455182
149,2020,8,105699
149,2020,9,92656319
149,2020,10,91818169
149,2020,11,68028426
149,2020,12,98344242
149,2021,1,55889659
149,2021,2,67256459
149,2021,3,21622572
149,2021,4,21429688
149,2021,5,67747921
149,2021,6,96631623
149,2021,7,41927126
149,2021,8,43360588
149,2021,9,9401741
149,2021,10,83533104
149,2021,11,90697557
149,2021,12,13233704
149,2022,1,60196665
149,2022,2,38725102
149,2022,3,35279415
149,2022,4,82566313
149,2022,5,95349266
149,2022,6,7816990
149,2022,7,25376439
149,2022,8,78576646
149,2022,9,87353035
149,2022,10,35854896
149,2022,11,8370398
149,2022,12,8575453
149,2023,1,97177269
149,2023,2,23259224
149,2023,3,84769530
149,2023,4,91083127
149,2023,5,35525759
149,2023,6,20499249
149,2023,7,99881336
149,2023,8,91142047
149,2023,9,123998
149,2023,10,24684183
149,2023,11,40178324
149,2023,12,50745765
150,2019,1,63763365
150,2019,2,15618631
150,2019,3,79568789
150,2019,4,16949073
150,2019,5,83708818
150,2019,6,87035233
150,2019,7,70159197
150,2019,8,69489078
150,2019,9,55240367
150,2019,10,18900901
150,2019,11,96529918
150,2019,12,8738732
150,2020,1,94234518
150,2020,2,14769446
150,2020,3,41298510
150,2020,4,82203697
150,2020,5,54374948
150,2020,6,30619284
150,2020,7,30355785
150,2020,8,53657312
150,2020,9,27328938
150,2020,10,55254383
150,2020,11,32120097
150,2020,12,39105779
150,2021,1,36489358
150,2021,2,66673125
150,2021,3,86298364
150,2021,4,96589115
150,2021,5,59635700
150,2021,6,99450027
150,2021,7,70344059
150,2021,8,16990970
150,2021,9,16674136
150,2021,10,85333377
150,2021,11,58045635
150,2021,12,84464934
150,2022,1,69372926
150,2022,2,70188515
150,2022,3,14114010
150,2022,4,74643222
150,2022,5,85545078
150,2022,6,62988980
150,2022,7,984001
150,2022,8,67377031
150,2022,9,18553552
150,2022,10,14648882
150,2022,11,76417601
150,2022,12,50917186
150,2023,1,19218625
150,2023,2,3438273
150,2023,3,15133379
150,2023,4,30994494
150,2023,5,12357181
150,2023,6,22273392
150,2023,7,65665420
150,2023,8,35036603
150,2023,9,91413691
150,2023,10,20648291
150,2023,11,58138767
150,2023,12,55867504
151,2019,1,99870983
151,2019,2,35697702
151,2019,3,37852281
151,2019,4,73980334
151,2019,5,83652427
151,2019,6,10317805
151,2019,7,82752918
151,2019,8,72976654
151,2019,9,57046199
151,2019,10,33303011
151,2019,11,32709605
151,2019,12,78598268
151,2020,1,44039391
151,2020,2,79607859
151,2020,3,84980507
151,2020,4,30418936
151,2020,5,30059115
151,2020,6,39697140
151,2020,7,37318943
151,2020,8,57521279
151,2020,9,22269417
151,2020,10,60242233
151,2020,11,56653531
151,2020,12,78643340
151,2021,1,99500240
151,2021,2,62972767
151,2021,3,35050037
151,2021,4,40556870
151,2021,5,15219100
151,2021,6,98415945
151,2021,7,56939643
151,2021,8,41248409
151,2021,9,62932439
151,2021,10,62820234
151,2021,11,10163526
151,2021,12,27690803
151,2022,1,3536292
151,2022,2,85726054
151,2022,3,50640863
151,2022,4,39404860
151,2022,5,76381832
151,2022,6,55809561
151,2022,7,76670854
151,2022,8,75937662
151,2022,9,37554145
151,2022,10,3473595
151,2022,11,37059480
151,2022,12,60369191
151,2023,1,96319711
151,2023,2,85343846
151,2023,3,28107279
151,2023,4,58111130
151,2023,5,26324804
151,2023,6,46738380
151,2023,7,36750324
151,2023,8,40350161
151,2023,9,94783571
151,2023,10,87044610
151,2023,11,42376958
151,2023,12,23409305
152,2019,1,9087404
152,2019,2,9161275
152,2019,3,9544390
152,2019,4,6886931
152,2019,5,3791933
152,2019,6,6264625
152,2019,7,1820288
152,2019,8,5719657
152,2019,9,7076657
152,2019,10,4734027
152,2019,11,8728853
152,2019,12,2681923
152,2020,1,8338535
152,2020,2,171242
152,2020,3,1185975
152,2020,4,9658585
152,2020,5,8772506
152,2020,6,6314291
152,2020,7,9036311
152,2020,8,8448643
152,2020,9,5697876
152,2020,10,3796379
152,2020,11,4530822
152,2020,12,2062802
152,2021,1,2085225
152,2021,2,2946138
152,2021,3,4717745
152,2021,4,1807622
152,2021,5,9752794
152,2021,6,1829917
152,2021,7,9874140
152,2021,8,1484274
152,2021,9,746585
152,2021,10,8123532
152,2021,11,229523
152,2021,12,5586996
152,2022,1,3844996
152,2022,2,4700635
152,2022,3,3131838
152,2022,4,1174414
152,2022,5,6963612
152,2022,6,7695543
152,2022,7,545114
152,2022,8,608834
152,2022,9,6428664
152,2022,10,7119236
152,2022,11,3230231
152,2022,12,2465038
152,2023,1,3852435
152,2023,2,6803660
152,2023,3,1336258
152,2023,4,8841218
152,2023,5,1092724
152,2023,6,7431415
152,2023,7,34807
152,2023,8,2906069
152,2023,9,246530
152,2023,10,1341185
152,2023,11,2603466
152,2023,12,8030408
153,2019,1,935659
153,2019,2,597458
153,2019,3,619154
153,2019,4,9459
153,2019,5,87030
153,2019,6,918436
153,2019,7,455091
153,2019,8,778122
153,2019,9,721538
153,2019,10,63940
153,2019,11,578416
153,2019,12,899645
153,2020,1,499285
153,2020,2,496198
153,2020,3,368310
153,2020,4,213220
153,2020,5,679761
153,2020,6,861603
153,2020,7,652646
153,2020,8,261011
153,2020,9,199732
153,2020,10,481041
153,2020,11,585192
153,2020,12,517592
153,2021,1,675574
153,2021,2,954711
153,2021,3,587195
153,2021,4,114605
153,2021,5,368103
153,2021,6,674275
153,2021,7,485093
153,2021,8,689944
153,2021,9,459212
153,2021,10,415758
153,2021,11,308268
153,2021,12,978189
153,2022,1,27479
153,2022,2,426881
153,2022,3,981796
153,2022,4,985649
153,2022,5,303008
153,2022,6,588610
153,2022,7,652824
153,2022,8,848651
153,2022,9,961264
153,2022,10,724238
153,2022,11,357573
153,2022,12,380323
153,2023,1,173322
153,2023,2,420263
153,2023,3,818063
153,2023,4,484146
153,2023,5,507248
153,2023,6,351238
153,2023,7,78399
153,2023,8,575169
153,2023,9,926353
153,2023,10,557940
153,2023,11,340734
153,2023,12,811708
154,2019,1,15229
154,2019,2,592108
154,2019,3,124052
154,2019,4,518163
154,2019,5,642918
154,2019,6,858122
154,2019,7,318770
154,2019,8,688261
154,2019,9,615280
154,2019,10,781942
154,2019,11,16825
154,2019,12,10611
154,2020,1,994660
154,2020,2,381202
154,2020,3,447687
154,2020,4,691566
154,2020,5,699963
154,2020,6,757276
154,2020,7,451196
154,2020,8,914865
154,2020,9,651976
154,2020,10,866838
154,2020,11,435203
154,2020,12,246212
154,2021,1,198006
154,2021,2,305771
154,2021,3,257701
154,2021,4,39757
154,2021,5,904213
154,2021,6,323931
154,2021,7,553703
154,2021,8,162855
154,2021,9,392708
154,2021,10,779541
154,2021,11,818517
154,2021,12,789656
154,2022,1,636041
154,2022,2,570900
154,2022,3,552651
154,2022,4,869964
154,2022,5,59156
154,2022,6,313891
154,2022,7,968056
154,2022,8,564637
154,2022,9,519678
154,2022,10,770858
154,2022,11,744618
154,2022,12,269831
154,2023,1,590607
154,2023,2,354483
154,2023,3,608079
154,2023,4,12541
154,2023,5,750552
154,2023,6,543909
154,2023,7,436485
154,2023,8,430743
154,2023,9,104711
154,2023,10,811182
154,2023,11,12550
154,2023,12,711739
155,2019,1,17389680
155,2019,2,22551018
155,2019,3,9070791
155,2019,4,40567776
155,2019,5,32996464
155,2019,6,84514474
155,2019,7,44635585
155,2019,8,94256551
155,2019,9,28517295
155,2019,10,39722622
155,2019,11,67794661
155,2019,12,69889250
155,2020,1,85435875
